employee_id,year_month,org_unit,tasks,hours,velocity,quality_mean,on_time_ratio,customer_impact
199,2009-09,Software Development,300,532.4,649,0.879,0.94,1293
199,2009-10,Software Development,310,310.2,480,0.924,0.876,504
199,2009-11,Software Development,300,307.1,339,0.788,0.836,331
199,2009-12,Software Development,310,399.5,203,0.894,0.972,805
199,2010-01,Software Development,310,559.2,802,0.825,0.879,616
199,2010-02,Software Development,280,440.3,228,0.962,0.806,461
199,2010-03,Software Development,310,534.7,857,0.955,0.931,485
199,2010-04,Software Development,300,470.5,533,0.909,0.881,566
199,2010-05,Software Development,310,317.5,554,0.884,0.865,795
199,2010-06,Software Development,300,441.2,389,0.874,0.93,191
199,2010-07,Software Development,310,477.0,586,0.905,0.92,365
199,2010-08,Software Development,310,589.1,304,0.82,0.999,754
199,2010-09,Software Development,300,407.9,307,0.872,0.864,75
199,2010-10,Software Development,310,373.1,402,0.906,0.932,844
199,2010-11,Software Development,300,352.4,430,0.901,0.936,530
199,2010-12,Software Development,310,498.8,427,0.839,0.847,624
199,2011-01,Software Development,310,486.2,216,0.84,0.878,1235
199,2011-02,Software Development,280,527.1,256,0.927,0.922,313
199,2011-03,Software Development,310,366.9,448,0.844,0.81,154
199,2011-04,Software Development,300,400.2,403,0.818,0.953,674
199,2011-05,Software Development,310,454.8,433,0.912,0.79,946
199,2011-06,Software Development,300,397.8,489,0.856,0.913,435
199,2011-07,Software Development,310,617.8,673,0.827,0.88,860
199,2011-08,Software Development,310,585.5,292,0.831,0.902,826
199,2011-09,Software Development,300,402.8,394,0.772,0.767,597
199,2011-10,Software Development,310,337.9,350,0.886,0.834,1023
199,2011-11,Software Development,300,323.8,359,0.88,0.87,511
199,2011-12,Software Development,310,360.2,0,0.855,0.815,853
199,2012-01,Software Development,310,440.0,295,0.816,0.794,798
199,2012-02,Software Development,290,358.4,160,0.889,0.833,270
199,2012-03,Software Development,310,548.2,67,0.749,0.858,807
199,2012-04,Software Development,300,449.0,573,0.932,0.896,535
199,2012-05,Software Development,310,584.7,604,0.785,0.948,558
199,2012-06,Software Development,300,340.3,561,0.812,0.955,362
199,2012-07,Software Development,310,503.5,125,0.834,0.951,222
199,2012-08,Software Development,310,563.2,585,0.828,0.886,865
199,2012-09,Software Development,300,469.7,157,0.855,0.904,618
199,2012-10,Software Development,310,323.9,468,0.825,0.906,668
199,2012-11,Software Development,300,426.8,79,0.87,0.974,929
199,2012-12,Software Development,310,513.6,467,0.83,0.865,726
199,2013-01,Software Development,310,555.7,36,0.916,0.92,892
199,2013-02,Software Development,280,438.4,553,0.889,0.844,360
199,2013-03,Software Development,310,460.3,239,0.721,0.848,959
199,2013-04,Software Development,300,477.9,431,0.809,0.901,570
199,2013-05,Software Development,310,530.6,475,0.829,0.841,654
199,2013-06,Software Development,300,524.7,256,0.854,0.937,662
199,2013-07,Software Development,310,367.0,172,0.746,0.888,341
199,2013-08,Software Development,310,467.9,448,0.847,0.813,637
199,2013-09,Software Development,300,317.1,646,0.867,0.944,1105
199,2013-10,Software Development,310,390.4,193,0.846,1.0,466
199,2013-11,Software Development,300,555.9,557,0.883,0.876,889
199,2013-12,Software Development,310,603.2,326,0.887,0.847,1003
199,2014-01,Software Development,310,559.7,640,0.978,0.913,337
199,2014-02,Software Development,280,399.0,415,0.927,0.861,326
199,2014-03,Software Development,310,428.9,667,0.876,0.889,658
199,2014-04,Software Development,300,488.4,595,0.873,0.993,662
199,2014-05,Software Development,310,459.4,571,0.862,1.0,530
199,2014-06,Software Development,300,494.8,349,0.757,0.965,1112
199,2014-07,Software Development,310,376.3,679,0.774,0.941,829
199,2014-08,Software Development,310,608.0,528,0.899,0.886,932
199,2014-09,Software Development,300,371.1,326,0.847,0.805,815
199,2014-10,Software Development,310,460.5,618,0.801,0.897,886
199,2014-11,Software Development,300,596.4,298,0.822,0.956,721
199,2014-12,Software Development,310,557.5,480,0.858,0.891,1105
200,2005-01,Sales,310,456.3,251,0.737,0.988,1261
200,2005-02,Sales,280,444.4,146,0.849,0.898,470
200,2005-03,Sales,310,315.5,872,0.758,0.953,611
200,2005-04,Sales,300,522.6,265,0.749,0.83,622
200,2005-05,Sales,310,614.2,1152,0.762,0.919,889
200,2005-06,Sales,300,344.2,656,0.752,0.913,715
200,2005-07,Sales,310,455.6,395,0.892,0.975,903
200,2005-08,Sales,310,363.8,363,0.835,0.88,306
200,2005-09,Sales,300,528.3,508,0.868,0.911,691
200,2005-10,Sales,310,439.1,766,0.73,0.908,1030
200,2005-11,Sales,300,360.7,504,0.788,0.807,767
200,2005-12,Sales,310,615.4,579,0.76,0.999,668
200,2006-01,Sales,310,476.5,543,0.702,0.921,968
200,2006-02,Sales,280,471.2,567,0.817,0.848,563
200,2006-03,Sales,310,316.1,521,0.777,0.908,667
200,2006-04,Sales,300,338.4,639,0.811,1.0,1114
200,2006-05,Sales,310,411.2,622,0.724,0.87,741
200,2006-06,Sales,300,503.5,616,0.818,0.882,422
200,2006-07,Sales,310,506.5,439,0.842,0.978,532
200,2006-08,Sales,310,380.3,938,0.788,0.944,416
200,2006-09,Sales,300,522.5,403,0.744,0.99,946
200,2006-10,Sales,310,488.1,656,0.84,0.841,474
200,2006-11,Sales,300,419.8,678,0.721,0.895,895
200,2006-12,Sales,310,391.0,490,0.747,0.926,724
200,2007-01,Sales,310,365.5,581,0.864,0.801,617
200,2007-02,Sales,280,366.5,542,0.937,0.917,954
200,2007-03,Sales,310,351.5,803,0.787,0.845,1229
200,2007-04,Sales,300,562.4,505,0.727,0.934,66
200,2007-05,Sales,310,403.5,277,0.681,0.841,662
200,2007-06,Sales,300,513.0,488,0.867,1.0,780
200,2007-07,Sales,310,578.3,734,0.829,0.836,745
200,2007-08,Sales,310,316.3,651,0.827,0.878,921
200,2007-09,Sales,300,398.7,618,0.718,0.822,1080
200,2007-10,Sales,310,507.3,669,0.741,0.853,416
200,2007-11,Sales,300,322.1,629,0.768,0.977,194
200,2007-12,Sales,310,502.3,531,0.805,0.756,561
200,2008-01,Sales,310,422.4,839,0.757,0.805,823
200,2008-02,Sales,290,336.4,658,0.797,0.938,462
200,2008-03,Sales,310,332.0,658,0.8,0.88,508
200,2008-04,Sales,300,581.4,767,0.748,0.882,877
200,2008-05,Sales,310,447.2,375,0.671,1.0,660
200,2008-06,Sales,300,319.2,999,0.705,0.894,576
200,2008-07,Sales,310,506.7,566,0.899,0.929,1153
200,2008-08,Sales,310,485.8,434,0.878,0.87,763
200,2008-09,Sales,300,427.9,725,0.795,0.937,559
200,2008-10,Sales,310,430.7,671,0.801,0.865,958
200,2008-11,Sales,300,383.9,227,0.83,0.926,708
200,2008-12,Sales,310,493.6,814,0.678,0.944,134
200,2009-01,Sales,310,353.9,166,0.9,0.884,738
200,2009-02,Sales,280,371.9,473,0.79,0.944,731
200,2009-03,Sales,310,374.3,186,0.884,0.924,670
200,2009-04,Sales,300,335.2,998,0.803,0.967,730
200,2009-05,Sales,310,349.3,585,0.771,0.968,778
200,2009-06,Sales,300,539.7,719,0.794,0.813,638
200,2009-07,Sales,310,428.4,370,0.874,0.876,628
200,2009-08,Sales,310,420.4,630,0.834,0.908,782
200,2009-09,Sales,300,447.3,643,0.732,0.957,654
200,2009-10,Sales,310,488.1,607,0.854,0.883,904
200,2009-11,Sales,300,329.4,609,0.71,0.899,602
200,2009-12,Sales,310,443.1,260,0.927,0.881,695
200,2010-01,Sales,310,454.4,993,0.828,0.883,939
200,2010-02,Sales,280,453.4,98,0.886,0.856,303
200,2010-03,Sales,310,539.3,632,0.754,0.993,626
200,2010-04,Sales,300,599.0,726,0.689,0.902,375
200,2010-05,Sales,310,555.2,685,0.732,0.94,207
200,2010-06,Sales,300,465.9,423,0.783,0.878,808
200,2010-07,Sales,310,574.9,470,0.763,0.92,875
200,2010-08,Sales,310,397.8,257,0.712,0.876,256
200,2010-09,Sales,300,382.6,330,0.849,0.865,926
200,2010-10,Sales,310,573.6,508,0.846,0.875,327
200,2010-11,Sales,300,538.1,739,0.709,0.877,1051
200,2010-12,Sales,310,454.4,386,0.814,0.965,1149
200,2011-01,Sales,310,552.6,674,0.79,0.895,851
200,2011-02,Sales,280,363.1,294,0.726,0.98,544
200,2011-03,Sales,310,406.6,877,0.786,0.969,575
200,2011-04,Sales,300,366.3,559,0.782,0.939,661
200,2011-05,Sales,310,599.3,191,0.84,0.933,1184
200,2011-06,Sales,300,506.9,367,0.807,0.892,992
200,2011-07,Sales,310,441.2,1076,0.788,0.959,1112
200,2011-08,Sales,310,523.3,450,0.773,0.94,889
200,2011-09,Sales,300,346.0,309,0.835,0.786,764
200,2011-10,Sales,310,603.2,360,0.763,0.909,734
200,2011-11,Sales,300,554.4,161,0.811,0.923,889
200,2011-12,Sales,310,598.8,609,0.84,0.872,637
200,2012-01,Sales,310,457.1,423,0.885,0.868,541
200,2012-02,Sales,290,346.1,643,0.738,0.856,1039
200,2012-03,Sales,310,351.8,219,0.692,0.822,546
200,2012-04,Sales,300,342.5,453,0.855,0.918,752
200,2012-05,Sales,310,368.4,668,0.784,0.977,561
200,2012-06,Sales,300,496.9,338,0.736,0.836,420
200,2012-07,Sales,310,495.8,493,0.759,0.854,1046
200,2012-08,Sales,310,332.5,693,0.816,0.972,804
200,2012-09,Sales,300,486.6,319,0.802,0.93,1023
200,2012-10,Sales,310,476.0,745,0.869,0.882,640
200,2012-11,Sales,300,539.7,548,0.853,1.0,616
200,2012-12,Sales,310,501.1,697,0.77,0.965,1100
200,2013-01,Sales,310,500.9,661,0.912,0.836,1072
200,2013-02,Sales,280,293.2,554,0.788,0.757,836
200,2013-03,Sales,310,534.5,488,0.818,0.918,555
200,2013-04,Sales,300,393.0,343,0.807,0.96,765
200,2013-05,Sales,310,570.3,512,0.768,0.868,647
200,2013-06,Sales,300,497.2,818,0.819,0.911,813
200,2013-07,Sales,310,390.0,628,0.755,0.874,738
200,2013-08,Sales,310,525.6,880,0.736,0.852,635
200,2013-09,Sales,300,315.5,601,0.958,0.897,810
200,2013-10,Sales,310,332.6,154,0.82,0.862,766
200,2013-11,Sales,300,401.4,612,0.831,0.89,561
200,2013-12,Sales,310,356.2,353,0.749,1.0,815
200,2014-01,Sales,310,600.0,400,0.79,0.929,875
200,2014-02,Sales,280,451.2,702,0.799,0.865,618
200,2014-03,Sales,310,443.1,415,0.947,0.866,869
200,2014-04,Sales,300,552.3,707,0.656,0.948,632
200,2014-05,Sales,310,390.1,768,0.673,0.996,795
200,2014-06,Sales,300,534.3,274,0.781,0.959,782
200,2014-07,Sales,310,544.1,777,0.74,0.819,495
200,2014-08,Sales,310,400.8,506,0.782,0.926,637
200,2014-09,Sales,300,431.3,333,0.843,0.954,1056
200,2014-10,Sales,310,539.2,596,0.833,0.914,883
200,2014-11,Sales,300,587.0,379,0.757,0.921,481
200,2014-12,Sales,310,379.7,591,0.766,0.918,569
201,2005-01,Marketing,310,435.7,324,0.836,0.963,527
201,2005-02,Marketing,280,475.0,195,0.798,0.876,339
201,2005-03,Marketing,310,613.3,145,0.846,0.852,827
201,2005-04,Marketing,300,411.5,266,0.89,0.964,31
201,2005-05,Marketing,310,496.2,315,0.869,0.875,793
201,2005-06,Marketing,300,462.8,353,0.89,0.993,931
201,2005-07,Marketing,310,500.5,385,0.905,0.915,776
201,2005-08,Marketing,310,331.2,267,0.823,0.851,855
201,2005-09,Marketing,300,340.8,406,0.83,0.956,689
201,2005-10,Marketing,310,548.8,271,0.812,0.911,106
201,2005-11,Marketing,300,554.7,363,0.834,0.944,406
201,2005-12,Marketing,310,356.7,297,0.804,0.928,500
201,2006-01,Marketing,310,604.9,0,0.821,0.884,186
201,2006-02,Marketing,280,331.6,233,0.79,0.964,337
201,2006-03,Marketing,310,577.2,262,0.896,0.928,135
201,2006-04,Marketing,300,587.1,145,0.98,0.951,954
201,2006-05,Marketing,310,553.1,310,0.796,0.979,743
201,2006-06,Marketing,300,370.9,171,0.88,0.918,522
201,2006-07,Marketing,310,337.2,382,0.838,0.867,675
201,2006-08,Marketing,310,460.9,280,0.879,0.856,987
201,2006-09,Marketing,300,371.4,354,0.833,0.853,512
201,2006-10,Marketing,310,509.2,128,0.782,0.856,866
201,2006-11,Marketing,300,471.4,209,0.823,0.878,553
201,2006-12,Marketing,310,513.6,66,0.854,0.869,722
201,2007-01,Marketing,310,341.0,459,0.849,0.93,482
201,2007-02,Marketing,280,403.8,215,0.808,0.851,747
201,2007-03,Marketing,310,502.2,330,0.771,0.909,856
201,2007-04,Marketing,300,492.0,61,0.858,0.829,304
201,2007-05,Marketing,310,520.0,341,0.886,0.893,914
201,2007-06,Marketing,300,344.4,258,0.883,0.882,860
201,2007-07,Marketing,310,542.5,240,0.797,0.889,698
201,2007-08,Marketing,310,443.8,389,0.821,0.927,32
201,2007-09,Marketing,300,388.9,219,0.72,0.949,591
201,2007-10,Marketing,310,582.7,216,0.888,0.905,774
201,2007-11,Marketing,300,441.6,342,0.846,0.919,618
201,2007-12,Marketing,310,329.3,53,0.81,0.955,618
201,2008-01,Marketing,310,600.9,233,0.814,0.889,800
201,2008-02,Marketing,290,363.5,410,0.825,0.919,808
201,2008-03,Marketing,310,545.9,0,0.82,0.987,695
201,2008-04,Marketing,300,519.9,179,0.81,0.907,795
201,2008-05,Marketing,310,354.6,117,0.858,0.904,156
201,2008-06,Marketing,300,524.1,465,0.837,0.856,561
201,2008-07,Marketing,310,335.0,360,0.795,0.925,534
201,2008-08,Marketing,310,540.7,427,0.87,0.854,846
201,2008-09,Marketing,300,336.3,265,0.971,1.0,526
201,2008-10,Marketing,310,564.4,370,0.828,0.911,510
201,2008-11,Marketing,300,311.8,223,0.858,0.888,203
201,2008-12,Marketing,310,357.0,265,0.836,0.943,768
201,2009-01,Marketing,310,382.1,215,0.853,0.887,512
201,2009-02,Marketing,280,486.6,204,0.873,0.851,677
201,2009-03,Marketing,310,474.3,203,0.827,0.879,705
201,2009-04,Marketing,300,507.6,236,0.749,0.888,320
201,2009-05,Marketing,310,431.3,463,0.788,0.882,765
201,2009-06,Marketing,300,328.5,356,0.942,0.923,300
201,2009-07,Marketing,310,439.7,225,0.728,0.842,565
201,2009-08,Marketing,310,340.4,220,0.856,0.878,1079
201,2009-09,Marketing,300,443.5,476,0.839,0.92,0
201,2009-10,Marketing,310,564.1,129,0.881,0.868,283
201,2009-11,Marketing,300,550.8,188,0.833,0.885,162
201,2009-12,Marketing,310,579.3,0,0.784,0.978,920
201,2010-01,Marketing,310,419.1,432,0.859,0.975,500
201,2010-02,Marketing,280,559.9,262,0.841,0.902,868
201,2010-03,Marketing,310,428.3,164,0.764,0.95,556
201,2010-04,Marketing,300,418.7,280,0.9,0.833,274
201,2010-05,Marketing,310,435.4,52,0.851,0.95,726
201,2010-06,Marketing,300,389.2,145,0.939,0.965,919
201,2010-07,Marketing,310,456.8,127,0.763,0.96,500
201,2010-08,Marketing,310,432.0,0,0.904,0.956,1171
201,2010-09,Marketing,300,451.1,285,0.719,0.953,554
201,2010-10,Marketing,310,342.7,152,0.835,0.916,533
201,2010-11,Marketing,300,575.5,393,0.868,0.886,939
201,2010-12,Marketing,310,550.8,310,0.707,0.859,721
201,2011-01,Marketing,310,486.3,370,0.71,0.932,581
201,2011-02,Marketing,280,430.3,235,0.876,0.929,773
201,2011-03,Marketing,310,592.1,281,0.829,0.953,544
201,2011-04,Marketing,300,531.2,383,0.908,0.978,999
201,2011-05,Marketing,310,381.8,380,0.968,0.952,1024
201,2011-06,Marketing,300,421.9,155,0.827,0.82,547
201,2011-07,Marketing,310,492.0,177,0.827,0.858,327
201,2011-08,Marketing,310,557.9,186,0.825,0.962,432
201,2011-09,Marketing,300,450.0,80,0.848,0.932,458
201,2011-10,Marketing,310,518.6,405,0.871,0.918,896
201,2011-11,Marketing,300,476.4,268,0.75,0.996,476
201,2011-12,Marketing,310,616.9,536,0.877,0.902,606
201,2012-01,Marketing,310,372.7,625,0.817,0.86,565
201,2012-02,Marketing,290,493.2,240,0.915,0.91,684
201,2012-03,Marketing,310,613.1,236,0.771,0.891,587
201,2012-04,Marketing,300,561.9,383,0.717,0.822,876
201,2012-05,Marketing,310,338.8,438,0.687,0.99,636
201,2012-06,Marketing,300,520.8,297,0.932,0.975,576
201,2012-07,Marketing,310,602.7,15,0.784,0.856,1003
201,2012-08,Marketing,310,387.7,337,0.751,0.885,633
201,2012-09,Marketing,300,442.6,77,0.881,0.942,535
201,2012-10,Marketing,310,536.1,377,0.858,0.969,358
201,2012-11,Marketing,300,442.9,192,0.975,0.864,698
201,2012-12,Marketing,310,381.4,243,0.829,0.92,531
201,2013-01,Marketing,310,396.4,195,0.908,0.866,514
201,2013-02,Marketing,280,475.6,264,0.831,0.903,256
201,2013-03,Marketing,310,439.8,196,0.785,0.911,330
201,2013-04,Marketing,300,571.8,453,0.841,0.863,319
201,2013-05,Marketing,310,411.6,137,0.783,0.917,830
201,2013-06,Marketing,300,391.5,38,0.818,0.931,679
201,2013-07,Marketing,310,535.3,336,0.798,0.845,978
201,2013-08,Marketing,310,484.5,135,0.87,0.832,978
201,2013-09,Marketing,300,463.2,301,0.759,0.954,678
201,2013-10,Marketing,310,482.8,461,0.876,0.838,899
201,2013-11,Marketing,300,359.1,222,0.819,0.833,412
201,2013-12,Marketing,310,438.0,116,0.833,0.94,1086
201,2014-01,Marketing,310,424.5,540,0.769,0.988,541
201,2014-02,Marketing,280,347.4,116,0.904,0.84,306
201,2014-03,Marketing,310,379.6,146,0.855,0.841,628
201,2014-04,Marketing,300,302.2,312,0.808,0.88,570
201,2014-05,Marketing,310,464.2,341,0.888,0.869,768
201,2014-06,Marketing,300,514.6,299,0.795,0.892,723
201,2014-07,Marketing,310,471.7,236,0.861,0.91,179
201,2014-08,Marketing,310,327.2,595,0.897,0.88,517
201,2014-09,Marketing,300,350.7,367,0.844,0.827,764
201,2014-10,Marketing,310,347.7,279,0.853,0.858,994
201,2014-11,Marketing,300,319.2,262,0.841,0.881,615
201,2014-12,Marketing,310,571.0,192,0.782,0.891,972
202,2005-01,Marketing,310,363.6,82,0.825,0.899,455
202,2005-02,Marketing,280,427.5,433,0.738,0.921,153
202,2005-03,Marketing,310,578.9,145,0.879,0.998,606
202,2005-04,Marketing,300,384.6,373,0.868,0.848,866
202,2005-05,Marketing,310,328.9,117,0.785,0.872,404
202,2005-06,Marketing,300,553.2,356,0.827,0.911,301
202,2005-07,Marketing,310,501.3,415,0.966,0.848,333
202,2005-08,Marketing,310,393.6,469,0.756,0.878,228
202,2005-09,Marketing,300,571.7,303,0.868,0.895,325
202,2005-10,Marketing,310,560.1,288,0.843,0.856,719
202,2005-11,Marketing,300,466.9,144,0.759,0.937,168
202,2005-12,Marketing,310,423.2,160,0.789,0.937,906
202,2006-01,Marketing,310,508.9,133,0.929,0.836,680
202,2006-02,Marketing,280,368.1,464,0.87,0.984,365
202,2006-03,Marketing,310,525.6,455,0.873,0.859,552
202,2006-04,Marketing,300,501.6,385,0.783,0.843,905
202,2006-05,Marketing,310,540.5,478,0.95,0.908,235
202,2006-06,Marketing,300,482.1,250,0.944,0.859,833
202,2006-07,Marketing,310,368.1,510,0.748,0.904,594
202,2006-08,Marketing,310,610.5,277,0.796,0.885,656
202,2006-09,Marketing,300,372.0,254,0.883,0.855,622
202,2006-10,Marketing,310,568.0,531,0.865,0.833,1075
202,2006-11,Marketing,300,368.0,138,0.987,0.892,213
202,2006-12,Marketing,310,372.6,325,0.922,0.906,445
202,2007-01,Marketing,310,585.4,158,0.798,0.819,429
202,2007-02,Marketing,280,539.6,210,0.647,0.844,521
202,2007-03,Marketing,310,519.0,358,0.805,0.894,714
202,2007-04,Marketing,300,402.7,278,0.735,0.969,837
202,2007-05,Marketing,310,490.8,318,0.784,0.874,794
202,2007-06,Marketing,300,525.2,318,0.866,0.97,759
202,2007-07,Marketing,310,540.4,226,0.83,0.883,640
202,2007-08,Marketing,310,573.8,282,0.915,0.901,606
202,2007-09,Marketing,300,391.5,58,0.762,0.882,503
202,2007-10,Marketing,310,449.4,285,0.909,0.932,1027
202,2007-11,Marketing,300,531.5,303,0.823,0.931,426
202,2007-12,Marketing,310,333.4,204,0.865,0.962,119
202,2008-01,Marketing,310,450.9,544,0.899,0.928,405
202,2008-02,Marketing,290,579.4,280,0.832,0.842,468
202,2008-03,Marketing,310,385.8,342,0.747,0.984,471
202,2008-04,Marketing,300,311.7,411,0.664,0.796,593
202,2008-05,Marketing,310,405.8,373,0.9,0.891,252
202,2008-06,Marketing,300,470.7,0,0.819,0.96,962
202,2008-07,Marketing,310,358.3,341,0.756,0.947,427
202,2008-08,Marketing,310,358.5,380,0.814,0.923,529
202,2008-09,Marketing,300,526.3,268,0.908,0.862,779
202,2008-10,Marketing,310,541.0,344,0.797,0.978,745
202,2008-11,Marketing,300,443.3,405,0.957,0.852,369
202,2008-12,Marketing,310,427.4,177,0.898,0.912,506
202,2009-01,Marketing,310,520.6,452,0.866,0.852,528
202,2009-02,Marketing,280,447.3,500,0.884,1.0,511
202,2009-03,Marketing,310,544.6,328,0.954,0.903,905
202,2009-04,Marketing,300,389.3,166,0.946,0.894,646
202,2009-05,Marketing,310,315.4,428,0.764,0.839,914
202,2009-06,Marketing,300,571.2,216,0.772,0.928,814
202,2009-07,Marketing,310,433.0,8,0.909,0.918,505
202,2009-08,Marketing,310,448.8,112,0.877,0.889,830
202,2009-09,Marketing,300,357.1,315,0.875,0.943,310
202,2009-10,Marketing,310,478.5,5,0.832,0.97,675
202,2009-11,Marketing,300,323.3,200,0.774,0.989,243
202,2009-12,Marketing,310,531.4,16,0.936,0.887,786
202,2010-01,Marketing,310,310.8,366,0.849,0.91,939
202,2010-02,Marketing,280,303.5,161,0.916,0.925,70
202,2010-03,Marketing,310,487.4,248,0.928,0.903,441
202,2010-04,Marketing,300,535.8,275,0.899,0.988,276
202,2010-05,Marketing,310,331.9,216,0.834,0.863,259
202,2010-06,Marketing,300,561.9,214,0.888,0.906,994
202,2010-07,Marketing,310,357.3,595,0.787,0.965,653
202,2010-08,Marketing,310,440.6,283,0.851,0.882,942
202,2010-09,Marketing,300,572.9,277,0.883,0.884,844
202,2010-10,Marketing,310,520.1,254,0.916,0.877,885
202,2010-11,Marketing,300,569.8,578,0.809,0.887,674
202,2010-12,Marketing,310,577.6,353,0.852,0.842,437
202,2011-01,Marketing,310,494.1,219,0.867,0.87,440
202,2011-02,Marketing,280,510.0,292,0.786,0.912,656
202,2011-03,Marketing,310,334.2,0,0.907,0.882,1112
202,2011-04,Marketing,300,582.6,547,0.817,0.838,609
202,2011-05,Marketing,310,521.2,274,0.763,0.881,979
202,2011-06,Marketing,300,545.4,114,0.877,0.869,888
202,2011-07,Marketing,310,478.8,383,0.946,0.891,1114
202,2011-08,Marketing,310,414.9,405,0.711,0.894,560
202,2011-09,Marketing,300,333.5,131,0.913,0.933,770
202,2011-10,Marketing,310,504.6,361,0.925,0.916,473
202,2011-11,Marketing,300,335.8,375,0.747,0.914,721
202,2011-12,Marketing,310,515.9,73,0.873,0.906,919
202,2012-01,Marketing,310,346.5,0,0.842,0.939,293
202,2012-02,Marketing,290,421.5,359,0.907,0.888,668
202,2012-03,Marketing,310,415.9,193,0.868,0.91,717
202,2012-04,Marketing,300,332.0,622,0.667,0.932,468
202,2012-05,Marketing,310,415.0,344,0.856,0.94,649
202,2012-06,Marketing,300,518.2,84,0.805,0.935,836
202,2012-07,Marketing,310,412.3,240,0.821,0.915,451
202,2012-08,Marketing,310,391.4,220,0.913,0.793,327
202,2012-09,Marketing,300,306.0,179,0.771,0.864,675
202,2012-10,Marketing,310,519.0,412,0.878,0.831,753
202,2012-11,Marketing,300,470.9,194,0.914,0.868,854
202,2012-12,Marketing,310,373.6,251,0.78,0.871,453
202,2013-01,Marketing,310,521.6,446,0.9,0.916,497
202,2013-02,Marketing,280,466.2,122,0.931,0.824,320
202,2013-03,Marketing,310,484.0,232,0.913,0.962,12
202,2013-04,Marketing,300,442.0,140,0.893,0.83,18
202,2013-05,Marketing,310,545.8,362,0.956,0.816,400
202,2013-06,Marketing,300,564.7,429,0.964,0.917,779
202,2013-07,Marketing,310,522.5,503,0.806,0.9,74
202,2013-08,Marketing,310,458.6,526,0.88,0.862,269
202,2013-09,Marketing,300,486.9,121,0.82,0.827,710
202,2013-10,Marketing,310,547.2,297,0.92,0.854,596
202,2013-11,Marketing,300,461.5,149,0.783,0.868,538
202,2013-12,Marketing,310,523.1,479,0.711,0.905,230
202,2014-01,Marketing,310,346.2,158,0.837,0.966,207
202,2014-02,Marketing,280,497.1,321,0.813,0.782,979
202,2014-03,Marketing,310,573.4,376,0.849,1.0,351
202,2014-04,Marketing,300,499.2,546,0.769,0.89,682
202,2014-05,Marketing,310,489.0,367,0.904,0.901,719
202,2014-06,Marketing,300,524.6,116,0.834,0.882,762
202,2014-07,Marketing,310,501.0,351,0.886,0.789,1034
202,2014-08,Marketing,310,542.7,449,0.827,0.886,475
202,2014-09,Marketing,300,352.8,201,0.861,0.902,743
202,2014-10,Marketing,310,354.0,120,0.911,0.85,576
202,2014-11,Marketing,300,598.4,284,0.833,0.882,647
202,2014-12,Marketing,310,415.3,245,0.845,0.811,938
203,2005-01,IT,310,425.5,405,0.817,0.883,362
203,2005-02,IT,280,476.3,92,0.896,0.877,860
203,2005-03,IT,310,527.5,447,0.85,0.983,217
203,2005-04,IT,300,556.7,69,0.812,0.864,470
203,2005-05,IT,310,553.2,215,0.895,0.904,891
203,2005-06,IT,300,469.1,354,0.823,0.854,220
203,2005-07,IT,310,584.0,601,0.807,0.899,364
203,2005-08,IT,310,342.8,257,0.799,0.849,872
203,2005-09,IT,300,423.3,511,0.89,0.855,450
203,2005-10,IT,310,325.2,186,0.93,0.899,395
203,2005-11,IT,300,508.5,418,0.867,0.942,692
203,2005-12,IT,310,310.3,474,0.801,0.865,590
203,2006-01,IT,310,582.9,204,0.781,0.889,455
203,2006-02,IT,280,305.2,0,0.905,0.883,630
203,2006-03,IT,310,452.4,322,0.831,0.897,667
203,2006-04,IT,300,516.8,356,0.679,0.914,643
203,2006-05,IT,310,545.1,353,0.701,0.876,505
203,2006-06,IT,300,494.1,248,0.844,0.852,982
203,2006-07,IT,310,534.8,647,0.759,0.879,803
203,2006-08,IT,310,462.8,497,0.849,0.907,945
203,2006-09,IT,300,412.4,215,0.815,0.884,299
203,2006-10,IT,310,510.7,238,0.863,0.882,572
203,2006-11,IT,300,473.2,420,0.859,0.923,559
203,2006-12,IT,310,362.8,615,0.911,0.853,903
203,2007-01,IT,310,362.6,313,0.889,0.933,671
203,2007-02,IT,280,350.4,175,0.89,0.917,501
203,2007-03,IT,310,456.8,252,0.779,0.962,653
203,2007-04,IT,300,382.9,413,0.858,0.928,857
203,2007-05,IT,310,465.6,333,0.761,0.874,853
203,2007-06,IT,300,442.1,243,0.856,0.855,466
203,2007-07,IT,310,526.5,45,0.809,0.905,718
203,2007-08,IT,310,547.7,387,0.843,0.962,781
203,2007-09,IT,300,582.6,465,0.842,0.921,465
203,2007-10,IT,310,357.5,76,0.807,0.9,471
203,2007-11,IT,300,396.4,273,0.84,0.96,950
203,2007-12,IT,310,554.4,136,0.85,0.881,253
203,2008-01,IT,310,372.5,139,0.88,0.948,901
203,2008-02,IT,290,447.8,293,0.906,0.795,319
203,2008-03,IT,310,589.0,545,0.693,0.842,534
203,2008-04,IT,300,525.1,584,0.899,0.923,260
203,2008-05,IT,310,604.4,437,0.773,0.88,584
203,2008-06,IT,300,340.2,407,0.892,0.858,346
203,2008-07,IT,310,484.7,363,0.954,0.901,528
203,2008-08,IT,310,430.3,336,0.824,0.939,672
203,2008-09,IT,300,399.7,159,0.866,0.892,764
203,2008-10,IT,310,588.9,357,0.886,0.902,827
203,2008-11,IT,300,567.6,207,0.771,0.949,463
